"y","perimeter","area","irregularity","compactness","mean.R","mean.G","mean.B","sd.R","sd.G","sd.B","mean.H","mean.S","mean.V","sd.H","sd.S","sd.V","mean.L","mean.a","mean.b","sd.L","sd.a","sd.b"
"b",989,20432,3.80953387069273,0.26249930672441,0.591133093801342,0.339581893838193,0.302377470173661,0.10405544257849,0.0791881662425274,0.0835817330748608,28.7831315024325,0.492878698112786,0.591143266233667,81.8456495857733,0.08697023174937,0.10401300974995,68.3029472893342,15.4713897498172,10.8910400979851,6.43962067867166,3.31229967201234,3.67917250680558
"b",335,6259,1.42683843173733,0.700850199824229,0.361489807618206,0.229250428402708,0.246385910171706,0.0791730675190323,0.0726135130170245,0.0649076754231037,285.517152562442,0.379689172354814,0.361491687264457,133.842091048043,0.0790581286577953,0.0791709555896219,57.2470051156477,12.8428807161335,1.85216714501931,6.97011148898928,2.87902162237498,2.41509508883549
"b",638,7638,4.24083952971311,0.235802367194886,0.451708434093721,0.299667811612731,0.38938948189907,0.173625930487507,0.13624804099711,0.159932493092333,317.059886515218,0.369600484254133,0.453735450713409,24.4021644459173,0.125279554310137,0.174518555754475,62.0785557258084,15.4798256882988,-6.00417370232055,15.7729418478121,4.06694661353447,4.7889997874909
"b",426,6890,2.09599437246334,0.477100517605274,0.527223313127864,0.250144284128746,0.299985770795982,0.0858723448245515,0.10182097897725,0.118442915801269,340.526486852762,0.543680021381655,0.527223313127864,49.9655692809826,0.13090078374427,0.0858723448245515,61.8065221501566,24.0647273256861,2.69857883757628,8.58811730503669,6.00388199625888,4.5401593708219
"b",351,7477,1.31122429743644,0.762646026278711,0.45319843598801,0.296073448772314,0.403057218607652,0.126906995037055,0.0966352673371604,0.0895190605702396,315.567598647167,0.361499440653821,0.456747620808388,16.281504911486,0.0594717106249825,0.123194172990183,63.8576577463067,16.002185166156,-7.79488826350717,8.49603502073068,2.58826076173373,3.52875929312496
"b",166,1281,1.71181639806412,0.584174798845772,0.474580214599501,0.356976014449496,0.368296826927492,0.115770397040223,0.118358852217349,0.121503624235234,221.122818568687,0.283887852211937,0.476273132203701,152.864488279494,0.111751377543522,0.117186445232568,67.3017160731153,9.01934226133669,1.88065716813653,8.87501956613059,3.340184975244,4.57009863738146
"b",2421,18862,24.7281698070958,0.040439709359851,0.616677373950322,0.480174892563324,0.52568958025369,0.0371015245245787,0.064875840293147,0.0943745285486436,282.200415616856,0.229549875008435,0.616802950636304,114.906644180022,0.0974309676025108,0.0370638962218704,76.6644963179963,9.23205073822515,-0.617086506883047,3.9876560074037,2.49101691122613,4.40107267315051
"b",325,5399,1.55683838341188,0.642327431450179,0.653666437866126,0.394422351270569,0.376698662424777,0.0264418743733323,0.0551558810506762,0.0480382775649197,32.4182558778971,0.42638188644015,0.653666437866126,95.4989778664548,0.056022170397434,0.0264418743733323,72.665988279756,15.3267732483152,7.81286028907852,3.15831321843807,3.17695864491251,1.33795951207244
"b",351,7527,1.30251415861994,0.76774597295705,0.582338092670308,0.356449070926364,0.330595998197339,0.0590536636177832,0.079311061996639,0.0862736642521607,47.2297859437713,0.44329750650975,0.582338092670308,111.902115843824,0.0945665232728849,0.0590536636177832,69.3000870533417,14.2305806804895,8.80802357375601,5.55686528743727,3.28042823045351,3.29681398080068
"b",196,2526,1.21023283725619,0.826287280608894,0.441910794404856,0.197331284057566,0.208172263362986,0.090567984939775,0.0875890458622783,0.0900719210782106,215.242312751846,0.586802107870878,0.441910794404856,171.290533205638,0.117377418155017,0.090567984939775,56.0135538892671,23.0783564259127,7.43197440967935,8.90643466042859,5.2886217048931,4.64096174857635
"b",427,11800,1.22960006860179,0.813272563604464,0.455908275174477,0.28896111665005,0.2580518444666,0.0741846892496421,0.0767982116122295,0.0658658643886255,47.1670034036554,0.442889171917286,0.455908275174477,107.158660908395,0.0726883615118713,0.0741846892496421,63.0566831912697,11.8287076655044,8.76518614066098,6.10825697314523,2.67811292490774,3.19343533459881
"b",1001,21514,3.70627061757512,0.269813001581159,0.600137985844147,0.533083609943001,0.556443501450036,0.0426917063433904,0.0533036648893404,0.0759007814708514,260.494624053471,0.128151239806539,0.602014192308884,117.158912622547,0.0800039422435042,0.0433668698789496,78.8856313719462,4.37258615339125,-0.369592831669643,3.11533185794196,1.69279325652136,3.40480056446784
"b",443,10288,1.51798203862954,0.658769323056562,0.705983365352362,0.427616030860245,0.457030082639588,0.0731378284262155,0.106986846887152,0.119213362260265,319.622564330377,0.404511065415376,0.705983365352362,102.280278440747,0.0952228115812883,0.0731378284262155,74.9389304612971,17.3113721087688,3.78292717582778,6.41253447529173,4.10050221665151,2.93231618083726
"b",1150,17539,6.00041086262135,0.166655254597539,0.737932607332231,0.501662960640097,0.507173816558952,0.0568092453819041,0.0978747772548533,0.111021158872524,195.871344227652,0.338636095546137,0.73812288356816,173.022835796627,0.10240753019807,0.0566308054033622,78.8610220660949,13.1301674229387,4.61560001009225,5.52861580243774,4.03101671770381,3.47399467621914
"b",164,2309,0.926944856950978,1.07881282527347,0.390061056904355,0.214896525955553,0.217955315517285,0.0765433766844454,0.07071693747053,0.0594900550585725,195.986612735775,0.47527552759306,0.390061056904355,173.727890964412,0.0759318823953861,0.0765433766844454,56.7014863658686,16.1280239860963,5.42243970007772,6.61467040494879,3.24140434117302,3.02460125567609
"b",445,10730,1.46862337398754,0.680909767413579,0.496459258447088,0.272676571094421,0.325129835718071,0.0865962517075131,0.0893105007729061,0.0966933356015872,342.516125149133,0.46552024003969,0.496459258447088,30.3746053713873,0.0991417740594603,0.0865962517075131,62.9376566570406,19.418992851406,0.377121797989787,7.76183489945918,4.0132296386422,3.25244906762326
"b",530,15885,1.40719620757046,0.710632955532558,0.443929468545366,0.18319613397767,0.260366235257087,0.120037440834672,0.0929583784346185,0.0906615210439025,340.469170968337,0.608923155092027,0.443929468545366,15.3403634168809,0.10299376963448,0.120037440834672,55.2605719626708,27.5591980314799,-2.30392368890752,9.46670193907178,4.95094082484709,4.53146643634602
"b",382,10803,1.07491094676209,0.930309625194774,0.623558452354375,0.397483632905166,0.4429100122878,0.0833946713690629,0.0927555839851335,0.0812199777670398,346.88249037472,0.370689396109565,0.623558452354375,18.5142212546842,0.0673400196113451,0.0833946713690629,72.4177449188034,15.556169146837,0.769860754617475,5.94996926839696,3.07326220179576,2.05100860854611
"b",638,19813,1.63486258153479,0.611672204926982,0.413513805057681,0.235911062552513,0.186842467265006,0.108004040711215,0.0873070639084194,0.084591591400116,19.7134878250436,0.556672371495168,0.413517763639045,46.6716083960082,0.124537655454288,0.107993871040962,57.8756002253464,13.1151881296414,13.7329213029867,9.40236516971178,4.26683369179651,4.80796330685971
"b",1380,32705,4.63376660486478,0.215807157604819,0.467716095458211,0.342882991447611,0.359527685099418,0.0887057641096122,0.0906359725205513,0.098608845014877,253.803457947557,0.281251019373019,0.467966941554179,151.741901678616,0.087871151621403,0.0887167381282633,66.7837827300292,9.602474301242,1.66437807421384,6.7077468039306,3.30418901290293,2.49737981561755
"b",337,9967,0.906745647236052,1.1028451066164,0.500490835443237,0.250734089160898,0.28264488498319,0.12016117220268,0.0946318735529348,0.0644046616749466,250.909033683815,0.520105944407574,0.500490835443237,154.087814993762,0.0715100094005939,0.12016117220268,61.2720702104715,21.2755491450494,2.7387700819785,8.45343525214232,3.92684149455585,5.27340822436545
"b",516,11739,1.80492199198721,0.55404056487727,0.370122384075872,0.190223972713713,0.185518357611381,0.0352092508729286,0.0623547731495084,0.0772559185140189,115.816049577933,0.524906839251646,0.370204229574955,159.89920965605,0.154115730448285,0.0352168614185073,54.4256427353082,17.3473391643945,8.41875988846083,5.65344327548421,5.06827619488497,5.36256188663583
"b",388,11320,1.05829601381742,0.94491520986918,0.536171274163376,0.26394235432689,0.330836277974087,0.0551323385478991,0.082369947930527,0.0962083615107264,344.777753286725,0.518300236583453,0.536171274163376,5.75556018734084,0.10714317221676,0.0551323385478991,63.3708663293652,23.2471907481723,0.372587351732653,6.46344562843999,5.0528962773387,2.9314131631296
"b",317,5028,1.59042572358408,0.628762466031087,0.48834448656153,0.207112327826914,0.260317906000905,0.0743140308267227,0.0943348558621488,0.107389855424394,347.082370178288,0.592948565627864,0.48842716084047,14.3789699784777,0.130099180141983,0.0743776024582374,58.1698727974568,26.6221381877795,2.58403568576693,8.0494209807535,6.14907883346036,3.53767946294185
"b",1384,14664,10.3946498457116,0.0962033367975891,0.617657221099023,0.495930543521282,0.503015788966978,0.0425330053465838,0.0588849222280945,0.0855155480407365,159.480232947479,0.221749859518834,0.619380529080154,157.130840076035,0.0999867330162651,0.0417746066618163,77.3007996017761,7.13318903450649,2.16709760513905,3.3695902557746,2.27535087080184,4.35921375675797
"b",399,6157,2.05762758609492,0.485996594698585,0.579978153353269,0.381835436789626,0.373832430487218,0.0491558549136026,0.0858216661271048,0.0935594855400334,102.170545217575,0.372077839350693,0.580377507507794,155.533273267676,0.108146373910408,0.0490654505177429,70.7655521116088,12.7439060677232,5.91127326422018,5.45395711573077,4.00044602618165,3.21078448532724
"b",2110,20261,17.4861488114957,0.0571881213399365,0.637756106341653,0.424756147955456,0.520751835604189,0.0737867039962428,0.0871425074780105,0.103996687590933,328.705544406397,0.338823265960537,0.63882838758128,17.6310746010517,0.098715432016642,0.0738754357658283,74.2865983434684,15.7274310805097,-3.58944320412632,5.71565762676269,4.13877497991811,3.90602335099263
"b",515,12170,1.73425923506771,0.576615064103124,0.586357645769894,0.314122480545217,0.319385824995569,0.0622745377771734,0.0929180149412943,0.110756390208231,189.802813345616,0.487948812133696,0.586357645769894,175.517512411493,0.120737146989033,0.0622745377771734,66.9134647211899,19.3617900216081,7.51109598715827,6.76732022448179,4.62500081478851,4.69136526750969
"b",260,4713,1.14140400519967,0.876113974933059,0.471867134292716,0.187297545795318,0.229078518740405,0.0639696596393215,0.0800980881157566,0.0983829689823157,347.756482221583,0.618607386420479,0.471867134292716,32.6910770333092,0.118885483476248,0.0639696596393215,56.3539994196663,27.4672713223008,4.93381488454631,7.67049949158462,5.73715572731314,4.75240004352444
"b",274,3769,1.58513087126123,0.630862737033402,0.491374942123307,0.293828393655154,0.186705788709753,0.121983557151619,0.0985235423437628,0.0686584485443157,20.7597778090731,0.626250248214713,0.491374942123307,9.6184129494576,0.0729520209821255,0.121983557151619,63.1333554021817,11.0355941376402,20.4139300135974,8.4006921925146,3.89568208510983,4.42652947340227
"b",315,8336,0.947225841428342,1.05571444133331,0.160692107937225,0.127721482066915,0.166011346957209,0.110233410602346,0.0796510819470728,0.0937633767133147,279.833276735097,0.285958492115654,0.176929264988145,34.4457502886564,0.0548794171541019,0.1064050014617,41.5383543372166,6.67254872631892,-6.19602407925189,11.5689028826795,3.41698839434717,2.29943174531503
"b",393,5995,2.05015194375314,0.48776872516548,0.56272122193331,0.384303913391879,0.315647353186479,0.162584862368517,0.107984225508336,0.101040406872288,20.4365144712359,0.422834815109282,0.56272122193331,39.0051803864802,0.16377837139693,0.162584862368517,69.4295217274156,9.02493133043918,11.7116246477094,11.0514310788802,4.44433321799567,6.02454508624569
"b",248,2750,1.77975738544071,0.561874336457592,0.738797860962567,0.410980392156863,0.30287201426025,0.0506752565902816,0.0842242619354473,0.0926526724881954,15.0787164142605,0.593628267091786,0.738797860962567,3.27088913143286,0.114362812901959,0.0506752565902816,74.1186711720014,16.1809439488248,19.5042292983796,4.82471859613841,4.82104823966443,5.3180090480088
"b",727,24215,1.73689867679984,0.575738823085786,0.463783346086731,0.300268266712012,0.284335183588199,0.159200125560396,0.108283587452922,0.0918254436198838,116.643010024224,0.377625477462363,0.463838408375946,159.86827587832,0.118269023934264,0.159112448275294,63.4484102611061,11.5252752205907,6.14578141916427,9.03741485671737,4.16000517132555,4.35925969905763
"b",504,17164,1.17769465230805,0.849116532914702,0.835213008531308,0.409116207657614,0.217804479051001,0.0551068247985732,0.078229740519668,0.10986155660419,18.4060730907089,0.746045463165938,0.835213008531308,2.50434120534223,0.116978575596144,0.0551068247985732,74.9550656811372,18.7328433616514,33.7862363244328,4.7027855628817,2.79874303424146,11.9695894865887
"b",502,20017,1.00184049255458,0.99816288863521,0.532883519596578,0.372850919855378,0.273874853433405,0.121977695665865,0.111364744325456,0.0906539532860205,22.0322331484928,0.490543604290082,0.532883519596578,9.07450988303241,0.0871037470513824,0.121977695665865,68.6566144891758,7.54242623796827,15.1552781455442,8.29525057582532,2.24177059578687,4.37769123643335
"b",875,21281,2.86295294640131,0.349289708465865,0.719977407813837,0.344992817859252,0.255189799240969,0.156066823010168,0.111718093844113,0.074662164454676,31.8603144087699,0.649525065247338,0.719977407813837,81.8246203271899,0.058997277139729,0.156066823010168,69.8675427206551,21.1731803376882,19.6115657696362,8.87413021172495,3.49917653005894,5.2857067058453
"b",272,6424,0.916478775662421,1.09113274257466,0.659333870534515,0.391859570727419,0.381210167753278,0.101831937775931,0.0794764513810119,0.0675842145275544,112.219362029078,0.434226581916261,0.659333870534515,161.118664666808,0.0414009236074981,0.101831937775931,72.434326342614,16.0047562154544,7.17545638738592,5.34119292757158,1.32810488317354,3.04248050049069
"b",781,38071,1.2749639915326,0.784335876653209,0.810833216163196,0.420632965959886,0.29909287136882,0.0640888655075125,0.0714863337743431,0.0769289039874372,14.2147728846865,0.636378567154084,0.810833216163196,1.47777039859997,0.0719880438415941,0.0640888655075125,75.5311966329609,18.5571114425333,21.7864088282166,4.53673093812305,2.33494356173319,4.31325767572238
"b",718,36751,1.1162715692431,0.895839352674781,0.811108888060135,0.451950567171441,0.416343692928724,0.0708707289750404,0.0922161132227505,0.0998888279495905,38.2822628144947,0.494349540489932,0.811108888060135,101.689132691722,0.0861443540447015,0.0708707289750404,77.3293352647553,18.7694018395478,11.2225532959427,5.26603494090912,3.23041588154054,4.02785410853762
"b",274,6758,0.884042357766139,1.13116751840587,0.275021615630567,0.0898479072007613,0.0912394315524375,0.133650239618939,0.078260393509392,0.0690624185956812,219.002584588802,0.727449769854809,0.275021615630567,172.256091421293,0.0845137108450842,0.133650239618939,40.1262757649677,26.2464237007976,10.2019922603431,11.8682876752279,3.06130351415864,3.17306430365039
"b",620,20008,1.52886745613066,0.654078936659985,0.789852882376461,0.450531944085111,0.306478781036605,0.0973201619338917,0.117422165506916,0.117501438567029,17.6064638445297,0.623331318539047,0.789852882376461,3.50367282922453,0.114090073109035,0.0973201619338917,76.2736779052349,15.2034939402689,23.0077898671592,7.1692319784548,4.08024183635504,6.92335106225707
"b",324,7958,1.04972664652016,0.952628956609799,0.570734591901601,0.235557263870615,0.204629698071739,0.123888737796442,0.106399446234522,0.0915616628105734,40.7239897114794,0.658352069467426,0.570734591901601,105.866126573159,0.0798580616347291,0.123888737796442,60.9986817427935,25.3970112116217,15.2849155267901,8.99097997677894,4.50734505403316,3.36977458818329
"b",903,29928,2.1681430932842,0.461224170626693,0.761115566247884,0.378983285375096,0.29875098930243,0.075108611149286,0.0751353601687881,0.0685999512277988,10.6437452430367,0.612143908911457,0.761115566247884,10.336707417289,0.054362080355165,0.075108611149286,72.9156808034231,20.3979606542283,17.8444061716351,4.90329890176027,2.43101696222588,2.33316838048409
"b",370,11506,0.946823905322461,1.05616260254797,0.673849960634349,0.232942062623763,0.164541262359281,0.0890567550800851,0.0871603442465598,0.081292783391524,13.3061153353754,0.766050582290074,0.673849960634349,42.8438391424516,0.0903068478967813,0.0890567550800851,62.826312169486,30.2794036027532,25.5034365993726,7.29332178645234,6.08577281170328,6.88222113210421
"b",515,20799,1.01475719461387,0.985457413170163,0.829867951796325,0.452407685512784,0.346981236843023,0.043195207761671,0.0736120276456445,0.101423143752615,13.4106331013916,0.586631287242641,0.829867951796325,14.4983707169392,0.102051187307461,0.043195207761671,77.4063068584636,17.6595766499219,18.9954412647696,4.06630204625759,2.44299406802713,6.24998291257856
"b",556,8759,2.80856961340656,0.356053129403149,0.365179568802061,0.347935680722797,0.36617619076401,0.129965112147901,0.115958564961821,0.150639651571658,116.919406848602,0.317441765235787,0.436486840426318,98.5638866334033,0.112686204672615,0.135402890177259,64.234260791812,1.93356859073784,-0.87752521445244,12.7294821847555,3.05177393361113,9.86100450436191
"b",1911,30583,9.50235880932377,0.105237027991281,0.957750076455393,0.602260643328057,0.541832095621494,0.0532430400514549,0.0673309104096851,0.111463060371485,106.786884940482,0.448658328453345,0.957750076455393,151.83299342322,0.10490748717799,0.0532430400514549,85.5577799137693,15.1467245659411,11.5305798445598,3.61388857672348,2.5787928025666,7.94552744623082
"b",551,20593,1.17320448399074,0.852366329694232,0.561731142221372,0.457084312868546,0.358581966268759,0.0348644861344851,0.0345535996385922,0.0619183135803721,28.3131485416958,0.358181831030978,0.561731142221372,5.07893255653311,0.122660911920522,0.0348644861344851,74.2862192269411,3.18308770223043,12.0758317906966,2.03891656800843,1.26177941759901,5.48616007683009
"b",1322,21774,6.38726342340902,0.156561571632547,0.574324657758759,0.467725673901415,0.409519538503378,0.0369730104575431,0.0434839934265289,0.0695126242305266,20.2910359617882,0.286078303041624,0.574324657758759,4.44140098781032,0.120102970226025,0.0369730104575431,75.1367192630605,4.5148780672126,8.01043311526322,2.68323062434173,1.72115032734958,5.32473682602886
"b",424,5829,2.45430082769674,0.407448014813432,0.487722308000229,0.339361340693423,0.299238089471507,0.19365163203134,0.131213734815458,0.118497106445379,29.1953055108835,0.380841088321386,0.487722308000229,73.5487713557156,0.0937138807255333,0.19365163203134,65.5992597977115,8.7322521032069,8.33520800223759,11.3473892791029,2.77052424623949,4.66418576128079
"b",967,15411,4.82850031084476,0.207103642046788,0.699501374750147,0.458978244467601,0.34349210711473,0.21233560108901,0.122878523369957,0.121547349925506,100.580343443939,0.473091672422684,0.69955888396498,140.960069285751,0.206492920443276,0.212223553042653,75.1592891766308,9.97804248780654,16.2881489508864,10.0008276401043,3.05405398696286,11.5341362279287
"b",922,26513,2.55148550981275,0.391928543648045,0.621139906949088,0.375823328992141,0.287890439244381,0.148094117636919,0.0907844492348727,0.0757628472297044,17.4652217316151,0.527251683204287,0.621139906949088,27.1735620002794,0.0962747931537086,0.148094117636919,70.321945443168,12.5007357242233,15.5019949597628,7.75424686021372,2.68417916488546,4.90409234082906
"b",659,12902,2.6785757185278,0.373332735409705,0.593764760593433,0.379955076124389,0.307999367783077,0.179594194936548,0.111792617219828,0.104520710774436,24.562988386224,0.462029345106692,0.593764760593433,59.4852095388057,0.142485443759779,0.179594194936548,69.881764033633,11.0131396308818,12.8461550882508,9.53746085003181,3.39384824787031,6.96317248152128
